gene1,gene2,score
BCORL1,PTPN9,-0.093757015
negative,CNN1,-0.093743714
UBASH3B,GCH1,-0.093743055
CBL,SLC38A2,-0.093742585
BCR,MAP7D1,-0.093731443
ETS2,SLC38A2,-0.093728885
MAP4K5,CITED1,-0.093673
ELMSAN1,MAP7D1,-0.093610193
PLK4,GLB1L2,-0.093600876
negative,MAP4K3,-0.093600858
PTPN12,negative,-0.093599672
SET,ELMSAN1,-0.093566546
negative,RREB1,-0.093524069
PTPN9,negative,-0.093495363
MAP4K3,MCOLN3,-0.093477861
CSRNP1,CBFA2T3,-0.093436619
HK2,negative,-0.093434065
NIT1,LYL1,-0.093431415
ZBTB1,negative,-0.093424231
negative,FOSB,-0.09341417
GCH1,ZBTB25,-0.093411632
TMEM173,ZBTB1,-0.093391405
PLK4,OSR2,-0.093390826
PLK4,EGR1,-0.093378202
STIL,ELMSAN1,-0.093368076
TSC22D1,MCOLN3,-0.093366241
ZBTB25,CNN1,-0.093362763
HK2,negative,-0.093356998
GLB1L2,EGR1,-0.093335809
RUNX1T1,TMSB4X,-0.093288342
CSRNP1,FEV,-0.093285437
OSR2,MCOLN3,-0.093214527
MAPK1,MAP2K3,-0.093192484
PTPN13,PTPN12,-0.093179898
FOSB,ZBTB25,-0.093176439
MAML2,FOSB,-0.093176242
MAPK1,CSRNP1,-0.093160193
FOXL2,negative,-0.093153935
CELF2,PIK3CB,-0.093142061
KIF2C,MAP4K3,-0.093109101
ZBTB25,GCH1,-0.093091278
PTPN12,negative,-0.093077708
ARRDC3,MAP2K6,-0.093077511
POU3F2,MAP2K3,-0.093050973
UBASH3A,TBX3,-0.093041542
negative,TSC22D1,-0.093012972
KMT2A,PTPN13,-0.092990558
MAML2,CDKN1A,-0.092967884
ELMSAN1,RHOXF2B,-0.092963834
negative,ZBTB25,-0.092963131
MAML2,ZBTB1,-0.092953366
UBASH3A,negative,-0.092946394
BCORL1,PLEKHO2,-0.092936312
negative,CNN1,-0.092928858
SLC6A9,TMEM173,-0.092920911
ARRDC3,CELF2,-0.092920726
ZC3HAV1,PLEKHO2,-0.092916067
ARRDC3,TMEM173,-0.092883301
BCL2L11,MAPK1,-0.092882146
CNN1,DLX2,-0.092876576
FOSB,KLF1,-0.092874902
TBX2,ETS2,-0.092864178
PLK4,UBASH3A,-0.092833379
SLC6A9,ZNF318,-0.092822508
BCL2L11,PLK4,-0.092812626
HK2,TMEM173,-0.092797477
GLB1L2,ZNF318,-0.092781479
ZC3HAV1,HNF4A,-0.092774363
LYL1,negative,-0.0927426
MAP2K3,FOSB,-0.092730825
MAML2,OSR2,-0.092702174
PTPN12,negative,-0.092687804
negative,TSC22D1,-0.092671357
CELF2,STIL,-0.092665828
RUNX1T1,C19orf26,-0.092651993
negative,EGR1,-0.092650121
PIK3CB,PTPN12,-0.092635453
CKS1B,SGK1,-0.09263057
UBASH3B,negative,-0.092626287
MAP4K5,negative,-0.092606174
SLC38A2,MEIS1,-0.092572557
PTPN12,SGK1,-0.092558193
PLK4,PTPN12,-0.092538624
negative,ZBTB1,-0.092533283
CNN1,TMSB4X,-0.092532477
HK2,negative,-0.092526945
TSC22D1,ZNF318,-0.092516843
LYL1,negative,-0.092508711
KIF2C,ARRDC3,-0.092498206
negative,BCORL1,-0.092488083
negative,NCL,-0.09246566
RUNX1T1,MAP7D1,-0.092449921
KIF2C,TSC22D1,-0.092430355
PTPN12,MCOLN3,-0.092427597
SLC6A9,negative,-0.092424564
GLB1L2,MAP4K3,-0.092413732
CNN1,negative,-0.092412837
BCL2L11,SLC38A2,-0.092411816
BPGM,negative,-0.092395814
ZNF318,GLB1L2,-0.092388139
CDKN1B,CELF2,-0.092376846
BCORL1,HOXB9,-0.09233185
BCL2L11,SLC6A9,-0.092331838
MAPK1,KMT2A,-0.092310664
negative,MAP4K5,-0.092310577
MAML2,MAPK1,-0.092274691
FOXF1,SLC38A2,-0.092271682
negative,CNN1,-0.092271406
CBL,negative,-0.092270379
TGFBR2,KIF2C,-0.092266749
negative,CBFA2T3,-0.09224763
CELF2,CNN1,-0.092216137
MAPK1,CBL,-0.092153792
MAPK1,RUNX1T1,-0.092127692
TMEM173,BPGM,-0.092114222
KIF2C,TMSB4X,-0.092104619
CNN1,SGK1,-0.092055829
negative,TBX3,-0.092053716
BCL2L11,negative,-0.091976907
TGFBR2,GLB1L2,-0.091973202
ZBTB25,HOXB9,-0.091945741
negative,UBASH3B,-0.091938958
EGR1,ZNF318,-0.09193469
ZBTB25,IRF1,-0.091919027
CNN1,negative,-0.09189599
MAPK1,ZNF318,-0.091880852
CNN1,negative,-0.09187693
negative,UBASH3A,-0.091873453
SLC6A9,ZBTB25,-0.091861552
PLK4,CELF2,-0.091845634
CELF2,ETS2,-0.091838416
OSR2,GLB1L2,-0.091821662
ZNF318,SGK1,-0.091818648
MAP4K3,negative,-0.091778651
CNN1,TMSB4X,-0.091776503
UBASH3A,CELF2,-0.091772413
PLK4,PLK4,-0.091735994
EGR1,MCOLN3,-0.091731108
ZBTB25,TSC22D1,-0.091711391
HK2,SLC6A9,-0.091701095
ZBTB25,CELF2,-0.091698796
ZNF318,TMSB4X,-0.091696865
GCH1,CBL,-0.091686081
negative,C19orf26,-0.091684195
TBX2,PRTG,-0.091665144
MAP7D1,ZBTB25,-0.09165131
LYL1,negative,-0.091648057
PTPN13,TGFBR2,-0.091626979
negative,CNN1,-0.09157072
ZBTB1,PTPN13,-0.091512322
LYL1,GCH1,-0.091493294
ARID1A,CSRNP1,-0.091482789
PTPN12,MAPK1,-0.091451415
SLC6A9,SET,-0.091445988
PRTG,MAML2,-0.091422102
ETS2,TBX2,-0.091411345
CNN1,GCH1,-0.091393312
MCOLN3,PTPN9,-0.091383808
MCOLN3,OSR2,-0.091381973
SLC6A9,TMEM173,-0.091353307
KLF1,FOSB,-0.091347254
LYL1,MCOLN3,-0.091339157
DLX2,MAML2,-0.091333068
negative,BCL2L11,-0.09132941
TMSB4X,LYL1,-0.091310885
GLB1L2,BCL2L11,-0.091271812
TMSB4X,BCL2L11,-0.091264447
PLK4,MAP2K6,-0.091261072
negative,ARRDC3,-0.091259984
LYL1,LYL1,-0.091246444
PLK4,SLC6A9,-0.091239139
negative,PEG10,-0.091235052
RUNX1T1,PTPN9,-0.09122457
PIK3CB,ZNF318,-0.091208606
CSRNP1,ARID1A,-0.091171236
BCORL1,BCORL1,-0.091141079
MAML2,KIF2C,-0.091118894
S1PR2,CSRNP1,-0.091074531
LYL1,IRF1,-0.091064369
TMSB4X,NCL,-0.091060662
negative,HK2,-0.091036252
PTPN12,SLC38A2,-0.091034338
UBASH3A,negative,-0.091033534
PTPN13,TBX2,-0.091019204
negative,BPGM,-0.091001726
ARRDC3,negative,-0.090983665
MAP2K6,SGK1,-0.090956531
PTPN12,CITED1,-0.090952786
LHX1,MAML2,-0.090944875
BPGM,negative,-0.090922184
ZBTB1,TMSB4X,-0.090913902
POU3F2,MAP2K6,-0.090909955
negative,TSC22D1,-0.090864575
UBASH3B,negative,-0.090860405
CSRNP1,CELF2,-0.090834183
GCH1,MAP7D1,-0.09081492
ZNF318,SLC6A9,-0.090798388
MCOLN3,SET,-0.090784459
SET,negative,-0.090741457
TSC22D1,negative,-0.090738616
negative,KIF18B,-0.090688298
C19orf26,negative,-0.090674313
HK2,negative,-0.090671901
GCH1,CBL,-0.090628733
TSC22D1,CNN1,-0.090619883
TBX2,SLC6A9,-0.090611097
HK2,CELF2,-0.090605324
negative,CITED1,-0.090569371
TBX2,ELMSAN1,-0.090560104
KIF2C,TMSB4X,-0.090534194
GCH1,RREB1,-0.090460799
SLC6A9,TGFBR2,-0.090426439
JUN,MAP2K6,-0.090413688
negative,KMT2A,-0.090408473
ZC3HAV1,PTPN1,-0.09040675
BCL2L11,negative,-0.090398653
UBASH3B,OSR2,-0.090348091
OSR2,SLC6A9,-0.090339965
FEV,CSRNP1,-0.090324529
BPGM,negative,-0.090316514
CNNM4,negative,-0.090314872
LYL1,RUNX1T1,-0.090307381
CEBPB,TBX2,-0.090300565
GLB1L2,RUNX1T1,-0.090266704
negative,ZBTB25,-0.09026633
CBFA2T3,MAML2,-0.090250069
negative,MAP4K3,-0.090233196
BCL2L11,MAP4K3,-0.090230153
ELMSAN1,MIDN,-0.090210183
MAP2K6,BCL2L11,-0.090196757
TSC22D1,PLK4,-0.090168518
KMT2A,negative,-0.090158035
TSC22D1,GLB1L2,-0.090157066
negative,ZBTB1,-0.09014464
negative,CBL,-0.090109271
MCOLN3,MCOLN3,-0.0901019
GLB1L2,CBL,-0.090094385
PEG10,negative,-0.090080369
TMEM173,CITED1,-0.090068608
MAP4K5,GCH1,-0.090045696
HK2,MCOLN3,-0.090042241
NCL,negative,-0.090037158
negative,UBASH3A,-0.090027057
IRF1,TMEM173,-0.090008674
GLB1L2,KMT2A,-0.08997539
MAML2,LHX1,-0.089941013
SLC6A9,PLK4,-0.089923409
MAP2K3,TSC22D1,-0.089922893
negative,TBX2,-0.089895558
PTPN13,LYL1,-0.089878463
TBX3,PTPN12,-0.089851716
UBASH3B,MCOLN3,-0.0898454
KIAA1804,MAP2K6,-0.089842467
MCOLN3,CBFA2T3,-0.089837464
KLF1,BAK1,-0.089793939
ARRDC3,negative,-0.08978432
MAP2K3,PRTG,-0.089773227
TSC22D1,SLC6A9,-0.089767828
UBASH3A,GCH1,-0.089764428
GLB1L2,HK2,-0.089726581
KIF2C,CITED1,-0.089701147
TMSB4X,PTPN9,-0.089692446
negative,DLX2,-0.089688297
ZC3HAV1,FOXL2,-0.089679364
negative,HK2,-0.08967856
BCR,SLC38A2,-0.089661105
TGFBR2,MCOLN3,-0.089655614
C19orf26,negative,-0.089648671
OSR2,TGFBR2,-0.089629855
ARRDC3,PTPN13,-0.089621204
MCOLN3,SGK1,-0.089619162
LYL1,GCH1,-0.089607617
negative,EGR1,-0.089600718
FOXA1,MAML2,-0.089580508
KLF1,FOXA1,-0.089563665
CSRNP1,STIL,-0.089545746
negative,C19orf26,-0.089539497
negative,HK2,-0.089533226
BCR,EGR1,-0.089514131
EGR1,negative,-0.089510738
ZBTB25,LYL1,-0.089503717
negative,MEIS1,-0.089485313
FOSB,SLC38A2,-0.089482721
ARRDC3,negative,-0.089481548
TBX2,HOXB9,-0.089478067
LYL1,LYL1,-0.089470376
MAML2,OSR2,-0.089457658
MAML2,CELF2,-0.089435206
HK2,GCH1,-0.089421672
BCL2L11,LYL1,-0.089415518
ZNF318,EGR1,-0.089386115
HK2,negative,-0.089385705
MAML2,KIF2C,-0.089363767
CNNM4,negative,-0.089360758
TBX3,BCORL1,-0.089346002
KMT2A,negative,-0.08933382
ZC3HAV1,ARID1A,-0.089323958
MAP4K5,negative,-0.089323707
PTPN9,GLB1L2,-0.089311382
SLC38A2,OSR2,-0.089296968
SAMD1,CSRNP1,-0.089293714
BCORL1,ZBTB1,-0.089285017
JUN,CSRNP1,-0.089284541
negative,RUNX1T1,-0.089283123
MCOLN3,IRF1,-0.08925555
EGR1,negative,-0.089233826
CNN1,negative,-0.089225879
MCOLN3,LYL1,-0.089213217
TSC22D1,TSC22D1,-0.089199661
negative,BCL2L11,-0.089182505
OSR2,negative,-0.089178974
NCL,negative,-0.089174053
HK2,negative,-0.089166149
MAP2K3,CLDN6,-0.089160393
TSC22D1,BCORL1,-0.089144208
TMSB4X,UBASH3A,-0.08911293
OSR2,TMEM173,-0.089107051
negative,BPGM,-0.089083809
BCL2L11,negative,-0.089058889
negative,NCL,-0.089048414
TMSB4X,CNNM4,-0.089040638
CSRNP1,FEV,-0.089000284
TBX2,CSRNP1,-0.088994974
MAP2K3,EGR1,-0.088991575
CNN1,negative,-0.088991569
CITED1,MCOLN3,-0.088971328
TGFBR2,EGR1,-0.08894025
negative,EGR1,-0.088928833
negative,HK2,-0.088913787
UBASH3A,SLC6A9,-0.08891322
KIF2C,LYL1,-0.08891197
POU3F2,ELMSAN1,-0.088849119
ZNF318,RUNX1T1,-0.088830797
GCH1,MAP4K3,-0.088802864
UBASH3B,negative,-0.088802087
UBASH3A,negative,-0.08880175
TMSB4X,CNN1,-0.088786317
negative,GLB1L2,-0.088783918
negative,CNNM4,-0.088776803
LYL1,TMSB4X,-0.088770916
LYL1,negative,-0.088770249
ELMSAN1,ARRDC3,-0.088762007
HOXB9,GCH1,-0.088760579
HK2,CELF2,-0.088759446
BPGM,negative,-0.088755482
FOXA3,TBX2,-0.088743189
negative,UBASH3B,-0.088670523
SLC6A9,CITED1,-0.088652846
negative,BPGM,-0.088607726
FOXA3,ELMSAN1,-0.088603129
MAP7D1,negative,-0.088597926
MAP4K5,MCOLN3,-0.088588781
CNNM4,GCH1,-0.088581621
TSC22D1,PTPN13,-0.088573822
MAP4K3,MAPK1,-0.088562013
TSC22D1,PIK3CB,-0.088549183
negative,PEG10,-0.088504711
TSC22D1,SGK1,-0.088492239
negative,MAP4K3,-0.088469423
GCH1,NCL,-0.088466777
CLDN6,CSRNP1,-0.088464848
negative,NCL,-0.088450274
CSRNP1,JUN,-0.088433538
UBASH3A,MCOLN3,-0.088423415
TMSB4X,MAP4K5,-0.088398794
TSC22D1,SLC6A9,-0.088374818
MAP7D1,ELMSAN1,-0.088370888
MAP2K6,C19orf26,-0.088369567
SLC6A9,MAPK1,-0.088361922
PTPN12,PTPN13,-0.088359122
TSC22D1,negative,-0.088346302
MAP2K3,KIAA1804,-0.088330759
C19orf26,LYL1,-0.088310425
TGFBR2,TGFBR2,-0.088308385
SGK1,TBX2,-0.088291743
MCOLN3,DLX2,-0.088286657
UBASH3B,ELMSAN1,-0.088269442
KLF1,CITED1,-0.088267419
CELF2,RUNX1T1,-0.088256677
C19orf26,GCH1,-0.088232297
TMSB4X,TGFBR2,-0.08823225
SLC38A2,CBL,-0.088215963
ELMSAN1,PRTG,-0.088215457
TSC22D1,negative,-0.088205442
MCOLN3,MAP4K5,-0.08819935
CITED1,PTPN12,-0.088175296
CSRNP1,CDKN1A,-0.088136042
FOXA3,negative,-0.088129898
KIF2C,MCOLN3,-0.088110389
IRF1,ZBTB25,-0.088107118
negative,ZBTB1,-0.088100499
negative,BCL2L11,-0.088076462
KIF2C,MAML2,-0.08805779
GCH1,MEIS1,-0.088039285
ZC3HAV1,JUN,-0.088032324
negative,TSC22D1,-0.088021565
SGK1,PTPN12,-0.088017439
MAPK1,HK2,-0.08798528
BCR,FOXL2,-0.087928263
MAP4K5,BCR,-0.0879221
TMEM173,PTPN12,-0.0878999
PTPN9,BCORL1,-0.087894268
TMEM173,MAP4K3,-0.087892505
MEIS1,negative,-0.087889326
FOXF1,TBX2,-0.087870858
ZBTB1,negative,-0.08786102
IRF1,CELF2,-0.087859047
GCH1,MAP4K5,-0.087833957
FOXA3,negative,-0.08782775
negative,ARRDC3,-0.087827613
MAP4K5,BCORL1,-0.087811551
MCOLN3,RUNX1T1,-0.08779731
negative,CNNM4,-0.08778787
negative,ZBTB1,-0.087782726
TMEM173,UBASH3B,-0.087780441
TGFBR2,TMEM173,-0.087770564
negative,FOXL2,-0.087765317
negative,HK2,-0.087761615
SGK1,CSRNP1,-0.087754474
CLDN6,MAP2K3,-0.087747434
UBASH3A,negative,-0.087715756
NCL,CELF2,-0.08771115
SGK1,KMT2A,-0.087696061
negative,HK2,-0.087688797
BCR,negative,-0.087676932
MAML2,IRF1,-0.087651503
TMEM173,PEG10,-0.087650045
ELMSAN1,CDKN1A,-0.087633394
ZBTB25,TBX2,-0.087624737
KIF2C,IRF1,-0.08762183
GLB1L2,OSR2,-0.087600536
ZNF318,negative,-0.087581291
PEG10,negative,-0.087554585
negative,MAP7D1,-0.08755346
TMSB4X,PLK4,-0.087544968
MCOLN3,TGFBR2,-0.087531565
MAP2K6,MAPK1,-0.087528776
GLB1L2,HK2,-0.087522074
GLB1L2,MAP7D1,-0.08751146
CBFA2T3,MAP2K3,-0.087499208
negative,ZBTB25,-0.087483025
NCL,negative,-0.087469869
negative,TBX2,-0.087438371
KMT2A,CELF2,-0.087427066
SLC38A2,FOXL2,-0.087425181
MAP2K6,HOXB9,-0.087424779
negative,PTPN9,-0.087397836
KMT2A,BCR,-0.087391563
CELF2,PTPN12,-0.087371845
negative,HK2,-0.087340497
IGDCC3,MAP2K6,-0.0873204
MAML2,CLDN6,-0.087311799
CBL,BCR,-0.087298952
TBX2,DLX2,-0.087295301
PTPN13,NCL,-0.087256751
PTPN12,GCH1,-0.087248058
OSR2,negative,-0.087200586
TMEM173,HK2,-0.087187927
negative,BCL2L11,-0.0871853
SLC6A9,C19orf26,-0.087156281
KMT2A,negative,-0.087154818
negative,MEIS1,-0.087140578
ZBTB1,negative,-0.087118441
negative,BPGM,-0.087110089
negative,RUNX1T1,-0.087105357
BCL2L11,BCORL1,-0.08709282
PTPN12,negative,-0.087081754
MAML2,LHX1,-0.087023038
negative,FOXF1,-0.087003286
GCH1,ISL2,-0.086992004
TMSB4X,CITED1,-0.086973483
SLC38A2,BCL2L11,-0.086898005
MAP4K5,negative,-0.086891796
TBX2,CDKN1A,-0.086887658
negative,ARRDC3,-0.086876766
KMT2A,TGFBR2,-0.08683946
KLF1,CDKN1A,-0.086822102
MAP4K5,negative,-0.08680619
CELF2,C19orf26,-0.086792429
negative,C19orf26,-0.086781599
PTPN12,PIK3CB,-0.086779664
C19orf26,ZBTB25,-0.086730038
MCOLN3,CITED1,-0.086724422
PTPN12,BCR,-0.086719298
MAPK1,TMSB4X,-0.086710094
ZNF318,MAPK1,-0.086702084
KLF1,IGDCC3,-0.086685733
NCL,GCH1,-0.086681546
SLC38A2,CKS1B,-0.086631374
ELMSAN1,FOXA3,-0.086624349
PTPN9,negative,-0.086603733
RREB1,ELMSAN1,-0.086594691
PTPN13,MAP4K5,-0.086550536
negative,HK2,-0.08654099
SLC6A9,SLC6A9,-0.08649153
TMEM173,PTPN9,-0.086471934
PTPN12,negative,-0.086471153
GLB1L2,MAP7D1,-0.086440457
negative,ZBTB25,-0.086425222
SGK1,NCL,-0.086410691
MAML2,C19orf26,-0.086405165
negative,PTPN12,-0.086404072
CSRNP1,SGK1,-0.086381165
CBL,ELMSAN1,-0.086377526
DLX2,MAP2K3,-0.086368685
TBX2,HK2,-0.086347467
CBFA2T3,ZC3HAV1,-0.086344468
negative,MAP4K3,-0.086333913
negative,LYL1,-0.086320463
STIL,BCORL1,-0.086298779
TMSB4X,CITED1,-0.086285074
TMSB4X,MAPK1,-0.086246424
RUNX1T1,CELF2,-0.08623411
UBASH3B,GCH1,-0.086199309
FOSB,LYL1,-0.086196634
TBX3,MCOLN3,-0.086194317
negative,KMT2A,-0.086169221
KMT2A,TBX2,-0.086165056
TGFBR2,IRF1,-0.086164895
negative,FOXF1,-0.086154354
BCL2L11,negative,-0.086136982
TMSB4X,ZNF318,-0.086123442
C19orf26,MAP2K3,-0.086092233
negative,KIF2C,-0.086071802
MAP2K6,ETS2,-0.086043537
UBASH3A,negative,-0.086041822
TBX2,PEG10,-0.086038646
negative,HK2,-0.086034696
negative,CNN1,-0.086024029
IRF1,ZNF318,-0.086021833
NCL,TMEM173,-0.085971024
TSC22D1,negative,-0.085968462
HK2,negative,-0.085961767
OSR2,negative,-0.085938797
SLC6A9,RUNX1T1,-0.085928276
negative,ZBTB1,-0.085926463
C19orf26,negative,-0.085923489
negative,ARRDC3,-0.085900349
CNN1,negative,-0.085895858
MAP4K3,MAP4K3,-0.08587652
C19orf26,TMSB4X,-0.085865322
PEG10,negative,-0.085864276
MAP4K5,negative,-0.085850254
MAML2,FOXA1,-0.08582274
GLB1L2,negative,-0.085819047
TMSB4X,ZBTB1,-0.085812164
PTPN12,negative,-0.08580494
PIK3CB,MAPK1,-0.085779201
negative,TSC22D1,-0.08576009
S1PR2,MAML2,-0.085751165
MAP2K3,CNNM4,-0.085748233
TSC22D1,TBX3,-0.085730217
EGR1,negative,-0.085727802
BCR,MEIS1,-0.085711139
MAPK1,MAP4K3,-0.085705976
C19orf26,SGK1,-0.085698107
PIK3CB,ZBTB25,-0.085691731
ELMSAN1,CBFA2T3,-0.085671601
negative,UBASH3A,-0.085629224
MAP7D1,TBX3,-0.08562386
CELF2,CELF2,-0.085600011
ZBTB25,FOXA3,-0.085596771
PLK4,ZNF318,-0.085595043
OSR2,negative,-0.085586098
CELF2,TSC22D1,-0.085573924
SGK1,EGR1,-0.085563021
GCH1,ARRDC3,-0.08554375
KIF2C,SLC6A9,-0.085516854
negative,CNNM4,-0.085499154
CITED1,PIK3CB,-0.085494278
negative,MAP7D1,-0.085479651
FEV,MAML2,-0.085463127
BCL2L11,ZC3HAV1,-0.085460399
GLB1L2,PEG10,-0.085458632
negative,HOXB9,-0.085457482
MAP7D1,SLC38A2,-0.08544701
PEG10,negative,-0.085446415
ETS2,GCH1,-0.085442446
ZC3HAV1,FOXA1,-0.085417013
MAP4K3,ZBTB25,-0.085407173
TMSB4X,PTPN12,-0.085398624
MAP2K3,MEIS1,-0.085375742
HOXB9,negative,-0.085357737
ZBTB25,GLB1L2,-0.085352084
ARRDC3,negative,-0.085318204
negative,NCL,-0.085309583
TMSB4X,MAP7D1,-0.085259327
CBL,negative,-0.085224517
TMSB4X,ZNF318,-0.085217678
PIK3CB,CITED1,-0.085209603
MCOLN3,TBX3,-0.085203016
OSR2,negative,-0.085174522
MAP4K5,negative,-0.085156068
CELF2,PTPN9,-0.085155181
CELF2,negative,-0.085127166
SLC6A9,S1PR2,-0.085125793
TBX3,MAP2K3,-0.085120091
CNNM4,BCORL1,-0.085075082
GLB1L2,PTPN12,-0.085064346
PTPN13,RUNX1T1,-0.085035173
PIK3CB,OSR2,-0.085012671
C19orf26,KLF1,-0.08500947
KLF1,PTPN13,-0.084996109
MAP4K5,TMEM173,-0.084970705
FEV,CSRNP1,-0.08496334
TGFBR2,ETS2,-0.084926071
STIL,TBX3,-0.084890609
ZNF318,PTPN13,-0.084874505
ZNF318,TMEM173,-0.084863375
ELMSAN1,MEIS1,-0.084821705
ZBTB1,SLC38A2,-0.084803797
OSR2,negative,-0.084793065
SLC6A9,negative,-0.084774548
ETS2,LYL1,-0.084761564
BCL2L11,TBX2,-0.084760914
MCOLN3,NCL,-0.084737672
GLB1L2,IRF1,-0.08473395
negative,CNN1,-0.084730144
PEG10,ELMSAN1,-0.084712264
BCORL1,LYL1,-0.0847052
ZBTB25,OSR2,-0.08465808
CELF2,MCOLN3,-0.084656182
PTPN9,GCH1,-0.084610985
TSC22D1,negative,-0.08460878
BCORL1,CELF2,-0.08459885
CBL,GCH1,-0.084595058
PTPN13,CBL,-0.084592864
negative,PTPN12,-0.084592026
MCOLN3,TSC22D1,-0.084587321
BCR,MEIS1,-0.084577529
CELF2,ZBTB1,-0.084573186
PTPN12,negative,-0.084546098
negative,PEG10,-0.084517526
ZNF318,negative,-0.084517154
CBFA2T3,ELMSAN1,-0.084507839
KMT2A,negative,-0.084507661
negative,CNN1,-0.084496965
BCL2L11,PTPN13,-0.084455416
PEG10,negative,-0.084432417
TGFBR2,FOSB,-0.084403015
OSR2,LYL1,-0.084394821
PTPN12,negative,-0.084374648
TBX2,LYL1,-0.084373094
TMEM173,OSR2,-0.084362464
PTPN9,SLC38A2,-0.084324387
TBX2,MAP2K6,-0.084321151
KIF2C,ZNF318,-0.084310783
KMT2A,GCH1,-0.084287015
TBX3,MEIS1,-0.084284119
IRF1,MAPK1,-0.084269047
ZNF318,LYL1,-0.084254163
PTPN12,MAP4K3,-0.084241319
MAP7D1,GCH1,-0.084216257
CNNM4,KLF1,-0.084204418
BCORL1,BCORL1,-0.084168596
MAP2K6,SET,-0.084151154
SLC38A2,CDKN1A,-0.084133498
negative,CBL,-0.084119075
MAP2K3,MAPK1,-0.084106614
MEIS1,negative,-0.08409314
UBASH3A,TMSB4X,-0.084078794
negative,ZBTB1,-0.084054117
negative,LYL1,-0.084050604
negative,TSC22D1,-0.084049874
negative,CITED1,-0.084039186
negative,MAP4K5,-0.084038307
ZBTB10,ZC3HAV1,-0.08401224
PTPN1,CSRNP1,-0.084009171
negative,PLK4,-0.084005691
KMT2A,negative,-0.083987031
negative,ZBTB1,-0.083873899
TMEM173,BCORL1,-0.083842323
SLC6A9,TMSB4X,-0.083841321
SLC6A9,MAP4K5,-0.083804573
TMSB4X,GLB1L2,-0.083796109
negative,MAP4K5,-0.083787865
EGR1,SGK1,-0.083783495
FOXL2,SLC38A2,-0.083765349
S1PR2,MAP2K3,-0.083755616
CELF2,UBASH3A,-0.083725185
ZBTB25,GCH1,-0.083697054
HK2,negative,-0.083674519
BPGM,BPGM,-0.083667703
TGFBR2,negative,-0.083657453
GCH1,TSC22D1,-0.083645863
MCOLN3,KIF2C,-0.083594349
negative,OSR2,-0.083550671
BCL2L11,negative,-0.083541397
GCH1,PLEKHO2,-0.083526391
KLF1,SPI1,-0.083515037
STIL,negative,-0.083502493
TMSB4X,DLX2,-0.083459161
HK2,negative,-0.083449365
negative,GLB1L2,-0.083445895
SLC38A2,CNNM4,-0.083425238
PIK3CB,SLC6A9,-0.083386652
CNN1,MAPK1,-0.083382962
BCR,MCOLN3,-0.083353795
SLC38A2,SET,-0.083343301
C19orf26,MAP2K6,-0.083297101
SLC6A9,HK2,-0.083264387
CBL,TBX2,-0.083242132
CELF2,DLX2,-0.083241206
GCH1,LYL1,-0.083235565
PTPN9,PTPN9,-0.083234903
TBX3,PTPN9,-0.083223102
TSC22D1,negative,-0.083215284
CNN1,PTPN13,-0.083197825
PLK4,PIK3CB,-0.083191862
MAML2,CBFA2T3,-0.083170692
negative,MAP4K3,-0.083150508
negative,PIK3CB,-0.083126363
negative,HK2,-0.083052317
negative,CKS1B,-0.083050844
S1PR2,CSRNP1,-0.083033031
ETS2,CELF2,-0.08301895
GCH1,DLX2,-0.082991829
FOXL2,BCORL1,-0.08295446
BPGM,TMEM173,-0.082945179
C19orf26,MAPK1,-0.082940782
UBASH3A,SGK1,-0.082921688
MAP4K5,PIK3CB,-0.082849229
ARRDC3,negative,-0.082773646
TSC22D1,negative,-0.08276526
CBL,ELMSAN1,-0.082764232
CSRNP1,CLDN6,-0.082760109
negative,KIF2C,-0.082756079
TMEM173,NCL,-0.08272454
BCORL1,MAP7D1,-0.082714606
KIF2C,PTPN12,-0.082708935
HK2,GCH1,-0.082702068
negative,KMT2A,-0.082701239
TMEM173,KMT2A,-0.082671588
RUNX1T1,negative,-0.082641087
negative,PEG10,-0.082621687
TMEM173,EGR1,-0.082604529
CELF2,MAP4K5,-0.082596384
TMSB4X,MAP7D1,-0.082588818
negative,NCL,-0.082581376
negative,LYL1,-0.082564243
MCOLN3,BCR,-0.082549079
ETS2,TGFBR2,-0.08253947
TGFBR2,ZBTB25,-0.08253172
ZC3HAV1,S1PR2,-0.082509549
EGR1,negative,-0.082471031
MAP2K3,IRF1,-0.082468142
PTPN12,ELMSAN1,-0.082467294
negative,MAP7D1,-0.082464196
negative,TSC22D1,-0.082458765
negative,PTPN12,-0.082456984
MAP2K3,DLX2,-0.082440858
PTPN13,MAP7D1,-0.082426896
HK2,negative,-0.082417698
PTPN12,GCH1,-0.082413897
UBASH3B,OSR2,-0.082385205
MAML2,LHX1,-0.082381757
negative,PEG10,-0.082381447
SLC6A9,TBX2,-0.082373937
SLC38A2,UBASH3B,-0.08234123
ZC3HAV1,MAPK1,-0.082326367
negative,NCL,-0.082318627
BCR,negative,-0.082311154
PTPN12,negative,-0.082303425
negative,HK2,-0.082294732
CNNM4,ZBTB25,-0.082286111
PLK4,SLC6A9,-0.082284628
negative,ZNF318,-0.082231831
ELMSAN1,OSR2,-0.082229409
MAP2K6,DLX2,-0.082215993
KMT2A,negative,-0.082165394
OSR2,UBASH3B,-0.082159093
TSC22D1,MAPK1,-0.082152954
CNN1,MAP4K3,-0.082110485
GCH1,UBASH3B,-0.082096115
